26,-25,Suo Asteriscus,Rhine Lab,15769,0,Elemental,Aegis,carpenter
27,-26,Gaul Mitsuki,The Sky Crawlers,12135,+2015,Elemental,Aegis,carpenter
28,+47,Yuri White,"Ito-YokadoCo.,Ltd",10418,+4588,Elemental,Aegis,carpenter
29,+40,Ichi Daddy,Peek A Boo,10155,+3362,Elemental,Aegis,carpenter
30,-28,Fumino Xiu,Giant Killing,9419,+660,Elemental,Aegis,carpenter
31,-27,Finely Ghana,Focal point,9365,0,Elemental,Aegis,carpenter
32,-31,Tea Tughril,LIBERTALIA,9268,+1691,Elemental,Aegis,carpenter
33,+43,White Bear,UNIVERS,9069,+2869,Elemental,Aegis,carpenter
34,0,Orotimaru Chan,Lotus Root,9036,+1856,Elemental,Aegis,carpenter
35,-32,Titania Shade,En Tataru,8646,+1350,Elemental,Aegis,carpenter
36,-29,Renkon Rabbit, ,8506,+750,Elemental,Aegis,carpenter
37,+51,Higuma Warning,vivid sense,8093,+2994,Elemental,Aegis,carpenter
38,-30,Miku Noir,LALAS,7740,0,Elemental,Aegis,carpenter
39,-33,Nine Volt,Apricot,7253,0,Elemental,Aegis,carpenter
40,-35,Sie Noir,blanc et noir,7176,0,Elemental,Aegis,carpenter
41,-36,Revea Shairly,Rinkai kaiY,6966,0,Elemental,Aegis,carpenter
42,-37,Fortuna Azur,CielSorgente,6882,0,Elemental,Aegis,carpenter
43,-38,Namine Nanami,dandelion,6806,0,Elemental,Aegis,carpenter
44,-39,Felix Amber,The Master Race,6805,0,Elemental,Aegis,carpenter
45,-41,Gwendolyn Maserati,G5 Senki,6737,0,Elemental,Aegis,carpenter
46,-42,Storoh Denman, ,6343,0,Elemental,Aegis,carpenter
47,-44,Msy Hena,Polaris Nova,6148,0,Elemental,Aegis,carpenter
48,+52,Freesie Seriola,Apertio Floris,6120,+1034,Elemental,Aegis,carpenter
49,-45,Kinako Kororo,Sora no Uta,5944,0,Elemental,Aegis,carpenter
50,-46,Shadow Glaive,White Rabbits,5834,0,Elemental,Aegis,carpenter
51,-48,Rizi Mutta,LeLiEn,5696,0,Elemental,Aegis,carpenter
52,-49,Arika Amazah,Crimson Blitz,5567,0,Elemental,Aegis,carpenter
53,-50,Hina Kotori,The DarkKnight Rises,5280,0,Elemental,Aegis,carpenter
54,+57,Air Sieben,The starry heavens,5200,+664,Elemental,Aegis,carpenter
55,-54,Rita Laverna,STAND ALONES,4852,0,Elemental,Aegis,carpenter
56,+61,Murasaki Hime,Jewel Box Of Eorzea,4770,+900,Elemental,Aegis,carpenter
57,-55,Kaede Kurenai,Friends and Family,4668,0,Elemental,Aegis,carpenter
58,-56,Riza White,LeyLines Garden,4662,0,Elemental,Aegis,carpenter
59,+66,Nyar-c Malha,FirstEastMirageCorps,4585,+1198,Elemental,Aegis,carpenter
60,+65,Eriko Akanishi,Dark Power,4252,+813,Elemental,Aegis,carpenter
61,-58,Nero Aliapoh,Tsundere Mercenary,4223,0,Elemental,Aegis,carpenter
62,-59,Rui Mutsuki,Mutsuki_KE!,3992,0,Elemental,Aegis,carpenter
62,-59,Uo Tami,Fushidara.com,3992,0,Elemental,Aegis,carpenter
64,+98,Punipuni Puyopuyo,Chocolat Au'Lait !,3924,+1530,Elemental,Aegis,carpenter
65,+69,Miju Rihm,Yaminabe,3898,+570,Elemental,Aegis,carpenter
66,-62,Anemone Gulliver,Lipetie',3756,0,Elemental,Aegis,carpenter
67,+74,Chelsea Yummy,Karaage Fantasy Club,3745,+620,Elemental,Aegis,carpenter
68,+79,Minua Rune,Strelitzia,3707,+828,Elemental,Aegis,carpenter
69,0,Unagi Fry,Vane,3590,+1698,Elemental,Aegis,carpenter
70,0,Fieche Rieche,LANVIN et Magnolia,3585,+1500,Elemental,Aegis,carpenter
71,+100,Rului Mowo,Calbee,3554,+1214,Elemental,Aegis,carpenter
72,-63,Toppo Meshappo,Tiara,3553,0,Elemental,Aegis,carpenter
73,-64,Azuki Goro,Eternal,3524,0,Elemental,Aegis,carpenter
74,-67,Iro Dori,Twilight Puppy,3359,0,Elemental,Aegis,carpenter
75,-68,Mya Mia,Negaposi Heart,3357,0,Elemental,Aegis,carpenter
76,+77,Jadomont Fouillel,NOVA,3311,+374,Elemental,Aegis,carpenter
77,-70,Yukke Bruce,Futabamay,3270,0,Elemental,Aegis,carpenter
78,-71,Ninne Goudernoux,The Palladion,3240,0,Elemental,Aegis,carpenter
79,-72,Qualle Know,Makkura Mori,3234,0,Elemental,Aegis,carpenter
80,-78,Waka Nohana,WELL,3213,+325,Elemental,Aegis,carpenter
81,-73,Lolobon Terapin,CaramelBrown,3126,0,Elemental,Aegis,carpenter
82,0,Kamikaze Soul,Cat Home,3069,+740,Elemental,Aegis,carpenter
83,-75,Monokeros Killcal,COSMOS,3024,0,Elemental,Aegis,carpenter
84,0,Shima Lothaire, ,3018,+840,Elemental,Aegis,carpenter
85,-76,Chiffon Maple,Grow and Flourish,3001,0,Elemental,Aegis,carpenter
86,+94,Makkun Strike,Wings of the Legend,2960,+530,Elemental,Aegis,carpenter
87,-82,Vivicco Victoria,img,2911,+120,Elemental,Aegis,carpenter
88,0,Deco Voco,Twilight Puppy,2910,+680,Elemental,Aegis,carpenter
89,-80,Fumi Project,Twilight Puppy,2826,0,Elemental,Aegis,carpenter
90,-81,Resua Nanagi, ,2820,0,Elemental,Aegis,carpenter
91,+95,Reize Recuerdo,LALA Horizon,2804,+394,Elemental,Aegis,carpenter
92,-83,Nyan On,Polaris Nova,2756,0,Elemental,Aegis,carpenter
93,-84,Pudding Prius,SOFT & WET,2715,0,Elemental,Aegis,carpenter
94,-85,Gozaru Bushi,ENKAIGUMI,2640,0,Elemental,Aegis,carpenter
95,0,Nezi Hephaistos,Quatro Gats,2610,+990,Elemental,Aegis,carpenter
96,-86,Moco Sugar,Mofu-Mofu-Moogle,2580,0,Elemental,Aegis,carpenter
97,-87,Jasmine Tanaka,tanakasan-ouchi,2549,0,Elemental,Aegis,carpenter
98,-88,Omoti Moti,TenColors,2541,0,Elemental,Aegis,carpenter
99,-89,Ruruku Ruku, ,2516,0,Elemental,Aegis,carpenter
100,-90,Sania Amituki,Nemesis Adrasteia,2515,0,Elemental,Aegis,carpenter
1,0,Shiro Silver,KALEIDO_STAGE,621586,+118869,Elemental,Aegis,blacksmith
2,+3,Honey Lemon,Tea' time,537876,+166523,Elemental,Aegis,blacksmith
3,-2,Hoshikawa Subaru,COSMOS,438693,+49894,Elemental,Aegis,blacksmith
4,0,Eleanor Dana,8bit,419581,+58622,Elemental,Aegis,blacksmith
5,0,Dan Cho,HENACHOCO -DAN,355141,+54342,Elemental,Aegis,blacksmith
6,0,Xxxxx Xxxxx,XXXXX,289169,+78107,Elemental,Aegis,blacksmith
7,0,Sin Gari,Arrow to the knee,243307,+37797,Elemental,Aegis,blacksmith
8,0,Aspen Capen,The Pumpkin Knights,206614,+28313,Elemental,Aegis,blacksmith
9,0,Kuro Issant,Lords of the Aglaia,190008,+18871,Elemental,Aegis,blacksmith
10,0,Mizuzun Dundamin,Traveller's Inn,127649,+10950,Elemental,Aegis,blacksmith
11,+19,Nekorobu Goron,Goron Corp.,119696,+72010,Elemental,Aegis,blacksmith
12,-11,Marl Moon,Call Your Name,115175,0,Elemental,Aegis,blacksmith
13,-12,Ebiko Tasando,fell fell,105840,+9763,Elemental,Aegis,blacksmith
14,+16,Chizuna Jaja,NegiNabe,98340,+29722,Elemental,Aegis,blacksmith
15,-13,Kvarfolian Trifolion,FREE COMPANY,95262,0,Elemental,Aegis,blacksmith
16,-14,Nezi Hephaistos,Quatro Gats,92037,+16433,Elemental,Aegis,blacksmith
17,0,Fennel Tiger,SkyPiratesSHARKs,91627,+24152,Elemental,Aegis,blacksmith
18,-15,Qoo Souffle,LeLiEn,74908,0,Elemental,Aegis,blacksmith
19,-18,Stradivarius Dolphin,A Morning Glory,56700,0,Elemental,Aegis,blacksmith
20,+22,Tan Popo,dandelion,55684,+17029,Elemental,Aegis,blacksmith
21,0,Monisha Cirrus,Mimameidr,50297,+7444,Elemental,Aegis,blacksmith
22,-20,Ecah'a Soleil,Light of Seeds,45672,0,Elemental,Aegis,blacksmith
23,0,Chicory Nyan,KANIKAMA,29415,+3074,Elemental,Aegis,blacksmith
24,0,Felix Amber,The Master Race,24761,0,Elemental,Aegis,blacksmith
25,0,Stoy Koop,Pop up pirates,21109,0,Elemental,Aegis,blacksmith
26,0,Soushi Okita,Banquet of SAIOU,17748,0,Elemental,Aegis,blacksmith
27,0,Gyano Schneider,Gyano Workers,17395,0,Elemental,Aegis,blacksmith
28,0,Reala Spica,Kupo's,16967,+3209,Elemental,Aegis,blacksmith
29,+30,Jade Welfeine,Yaminabe,13780,+1350,Elemental,Aegis,blacksmith
30,-29,Momo Sakura,Yaminabe,12431,0,Elemental,Aegis,blacksmith
31,+38,Shadow Glaive,White Rabbits,12409,+3940,Elemental,Aegis,blacksmith
32,-31,Seina Kaisuri, ,12085,0,Elemental,Aegis,blacksmith
33,-32,Jacksonbird Al'akir,Zear Strategy,12026,0,Elemental,Aegis,blacksmith
34,-33,Suoh Wolfswift,9 inches,11175,0,Elemental,Aegis,blacksmith
35,+37,Aquamarine March,Schizanthuse,11008,+1888,Elemental,Aegis,blacksmith
36,+40,Mutsu Tukumo, ,10701,+3480,Elemental,Aegis,blacksmith
37,-34,Hikaru Yuuki,DRAK,10513,0,Elemental,Aegis,blacksmith
38,-35,Mu Yak,cheo dol-i,10376,0,Elemental,Aegis,blacksmith
39,-36,Amalthea Imsheep,CrashellFalse,9259,0,Elemental,Aegis,blacksmith
40,+48,Dalitim Salvador,Fzestria,8766,+2940,Elemental,Aegis,blacksmith
41,-39,Ruruku Ruku, ,7725,+193,Elemental,Aegis,blacksmith
42,-41,Aisya Empress,Rivendell,7220,0,Elemental,Aegis,blacksmith
43,+50,Clear Sumo,Casa di tutti,7039,+1454,Elemental,Aegis,blacksmith
44,-42,Rin Mirror,Micompany,6835,0,Elemental,Aegis,blacksmith
45,-43,Fumi Leafray, ,6794,0,Elemental,Aegis,blacksmith
46,-45,Yossy Brewer,SkyPiratesSHARKs,6735,+291,Elemental,Aegis,blacksmith
47,-44,L'ucia Amih,AbSoLuTe'eGo,6465,0,Elemental,Aegis,blacksmith
48,0,Pike Qerel,CULB Catz,6371,+5804,Elemental,Aegis,blacksmith
49,0,Ran Tana,Rivendell,6334,+585,Elemental,Aegis,blacksmith
50,-46,Yullin Heartilly,Treasure Coffer,6301,0,Elemental,Aegis,blacksmith
51,0,Hitomi Majyo,ElevenSoul,6100,0,Elemental,Aegis,blacksmith
52,-47,Yuri White,"Ito-YokadoCo.,Ltd",5992,0,Elemental,Aegis,blacksmith
53,-51,Rina Charat,BONDS of OATH,5522,0,Elemental,Aegis,blacksmith
54,-52,Chess Cat,Bakyao World,5328,0,Elemental,Aegis,blacksmith
55,+61,Frang Moriarty,Clan CENTURIO,4634,+769,Elemental,Aegis,blacksmith
56,-53,Sawa China,Single flower,4488,0,Elemental,Aegis,blacksmith
57,-54,Sonne Anir,KOMETSUBU,4310,0,Elemental,Aegis,blacksmith
58,+65,Usa Kiritani, ,4271,+540,Elemental,Aegis,blacksmith
59,-55,Ryo Scarlet,Chocobo Farm -Sunny-,4270,0,Elemental,Aegis,blacksmith
60,+72,Sigure Kuroba, ,4232,+838,Elemental,Aegis,blacksmith
61,-56,Echico Omega,Omega sisters,4203,0,Elemental,Aegis,blacksmith
62,-57,Reinhardt Whitemane,The Lost Society,4017,0,Elemental,Aegis,blacksmith
63,-58,Mel Enger,Negaposi Heart,3983,0,Elemental,Aegis,blacksmith
64,+70,Yukiki Yuki,LALAS,3979,+510,Elemental,Aegis,blacksmith
65,+74,Alman Aurelia,NAZUNA,3965,+743,Elemental,Aegis,blacksmith
66,-59,Cheg Eins,Pure Noise,3954,0,Elemental,Aegis,blacksmith
66,+67,Yoru Aoame,Evolution,3954,+300,Elemental,Aegis,blacksmith
68,-60,Roux Louka,ElevenSoul,3942,0,Elemental,Aegis,blacksmith
69,+73,Jadomont Fouillel,NOVA,3867,+570,Elemental,Aegis,blacksmith
70,-62,Kage Kura,Evolution,3850,0,Elemental,Aegis,blacksmith
71,-63,Nagi Tsukiyono,Tanpopo Mode Gakuen,3741,0,Elemental,Aegis,blacksmith
72,-64,Shall Fields,Le Sucre2,3732,0,Elemental,Aegis,blacksmith
73,-66,Somali Vivienne,Somali,3710,0,Elemental,Aegis,blacksmith
74,-68,Windows Vista,DawnGarden,3706,+210,Elemental,Aegis,blacksmith
75,-69,Jasmine Tanaka,tanakasan-ouchi,3489,0,Elemental,Aegis,blacksmith
76,-71,Lachesis Knight,The Lost Society,3452,0,Elemental,Aegis,blacksmith
77,-75,Sumi Matsuno,COSMOS,3219,0,Elemental,Aegis,blacksmith
78,-76,Noelle Seeker,Soul Of Chaos,3190,0,Elemental,Aegis,blacksmith
79,0,Unagi Fry,Vane,3059,+1558,Elemental,Aegis,blacksmith
80,-77,Ganzan Swygbyrt, ,2970,0,Elemental,Aegis,blacksmith
81,-78,Fluffy Pancake,The Great Beyond,2937,0,Elemental,Aegis,blacksmith
82,+87,Sora Amane',Andante,2880,+899,Elemental,Aegis,blacksmith
83,-79,Makio Pieris,oUdon Daisuki Club,2592,0,Elemental,Aegis,blacksmith
84,-80,Aria Torakand,fellow,2250,0,Elemental,Aegis,blacksmith
85,-81,Y'nero Tia, ,2217,0,Elemental,Aegis,blacksmith
86,0,Sisto Volare, ,2157,0,Elemental,Aegis,blacksmith
87,-82,Kate Charis, ,2147,0,Elemental,Aegis,blacksmith
88,-83,Magutya Bastet,Autumnal,2092,0,Elemental,Aegis,blacksmith
89,-84,Sia Discordia,JOCKER F.C.,2088,0,Elemental,Aegis,blacksmith
90,-85,Salad Maison,Saksak Bakery,2086,0,Elemental,Aegis,blacksmith
91,-86,Kyuen Tsujigiri,64th Movile Squadron,2055,0,Elemental,Aegis,blacksmith
92,-88,Bakuku Matata,Tamriel Refugees,1945,0,Elemental,Aegis,blacksmith
93,-89,Lemu Acell,Ocha-Zuke,1942,0,Elemental,Aegis,blacksmith
94,-90,Sieglinde Shrike,Langsam,1932,0,Elemental,Aegis,blacksmith
95,-91,Ichi Monji, ,1910,0,Elemental,Aegis,blacksmith
96,-92,Zakiel Scipio, ,1880,0,Elemental,Aegis,blacksmith
97,-93,Sion Holycrest,Fate,1861,0,Elemental,Aegis,blacksmith
98,-94,The Rose, ,1829,0,Elemental,Aegis,blacksmith
99,-95,Marvelo Kaj'ik,Final Conflict,1808,0,Elemental,Aegis,blacksmith
100,-96,Pooh Thunderbolt,-SPW-Zaidan,1803,0,Elemental,Aegis,blacksmith
1,0,Azuki Kuriyama,Knight of Cups,639587,+63286,Elemental,Aegis,armorer
2,+3,Kuroku Swei,anyaaaaaan,408236,+52150,Elemental,Aegis,armorer
3,+5,Earl Redpants,Clan CENTURIO,366270,+91387,Elemental,Aegis,armorer
4,-2,Hanns Freed,Crimson Blitz,361506,+5396,Elemental,Aegis,armorer
5,-4,Bragi Hynett,Break & Run Out,326627,0,Elemental,Aegis,armorer
6,+7,Takana Milkcocoa,Smile Cafe,306463,+42829,Elemental,Aegis,armorer
7,-6,Yuhka Ina,Team Satisfaction,306123,+38733,Elemental,Aegis,armorer
8,+9,Kitten Wahrheit,KOOLBLUE dash,278306,+60205,Elemental,Aegis,armorer
9,-8,Blackthorn Stir,Explorer World,254971,0,Elemental,Aegis,armorer
10,0,Bulo Sylph,Soul Of Chaos,168190,+6008,Elemental,Aegis,armorer
11,0,Shank Althyk, ,160236,+20221,Elemental,Aegis,armorer
12,0,Guran Mos,NEKOKAN,147030,+26963,Elemental,Aegis,armorer
13,+14,Kd Ager,sakura-cat-walk,133899,+32723,Elemental,Aegis,armorer
14,-13,Yuki Tsuki,CrashellFalse,117355,0,Elemental,Aegis,armorer
15,+17,Aliceteed Zycc,Mirage Brigade,115718,+53126,Elemental,Aegis,armorer
16,-15,Kvarfolian Trifolion,FREE COMPANY,75865,0,Elemental,Aegis,armorer
17,-16,Ryoko Kokoro,Yokohama Bay,75160,0,Elemental,Aegis,armorer
18,0,Ansye Remusat,NT-D,69229,+8222,Elemental,Aegis,armorer
19,0,Yu Minesima,Fellowship of Wind,56277,+2751,Elemental,Aegis,armorer
20,0,Gregory Glover,NOUKING,44965,0,Elemental,Aegis,armorer
21,+25,Renart Retriever,Sleepy Hollow,40024,+17034,Elemental,Aegis,armorer
22,-21,Temari Uta,PuiPuiPui,34507,0,Elemental,Aegis,armorer
23,-22,Sere Spica,Kupo's,32748,+930,Elemental,Aegis,armorer
24,+26,Shahnaz Arkin,Band of Gadus,27887,+9226,Elemental,Aegis,armorer
25,-23,Arisa Seraphim,ValHalla,23847,0,Elemental,Aegis,armorer
26,-24,Jacksonbird Al'akir,Zear Strategy,23244,0,Elemental,Aegis,armorer
27,+28,Goma Goma,White Rabbits,19050,+3300,Elemental,Aegis,armorer
28,-27,Rutile Ruu,Yaaaaaaan?,17396,0,Elemental,Aegis,armorer
29,0,Blue Prune,Arknights,15119,0,Elemental,Aegis,armorer
30,0,Shadow Glaive,White Rabbits,13968,0,Elemental,Aegis,armorer
31,0,Lexar Wienzulf,Fire Crest,13766,+1462,Elemental,Aegis,armorer
32,+34,Ainna Chon,Wind of prayer,12681,+1350,Elemental,Aegis,armorer
33,+37,Roc Bouquet,No Money Heroes,12578,+2760,Elemental,Aegis,armorer
34,-32,Yullin Heartilly,Treasure Coffer,12055,0,Elemental,Aegis,armorer
35,-33,Rosa Alfinia,Rose Garden,11760,0,Elemental,Aegis,armorer
36,+42,Riku Ro,UltraGuard,11260,+1969,Elemental,Aegis,armorer
37,+46,Amalthea Imsheep,CrashellFalse,10878,+2525,Elemental,Aegis,armorer
38,-35,Rera Kamuy,Jormungandr,10475,0,Elemental,Aegis,armorer
39,+41,Hans Grete,Grimm Fairy Tales,10460,+1167,Elemental,Aegis,armorer
40,0,Morg Ming,HeartChivalricOrder,10058,+720,Elemental,Aegis,armorer
41,-36,Roa Celestia,EverybodySleepy,9904,0,Elemental,Aegis,armorer
42,-38,Aina Gekkou,A Morning Glory,9570,0,Elemental,Aegis,armorer
43,-39,Selim Bradley,fell fell,9471,0,Elemental,Aegis,armorer
44,-43,Yt Tt,HIKASEN.Inc,9192,0,Elemental,Aegis,armorer
45,-44,Marimo Akan,Marimo Gumi,8860,0,Elemental,Aegis,armorer
46,+63,Moco Sugar,Mofu-Mofu-Moogle,8700,+2700,Elemental,Aegis,armorer
47,-45,Bakka Teroyake,Guardians,8516,0,Elemental,Aegis,armorer
48,-47,Emo Runa,LALAS,7961,0,Elemental,Aegis,armorer
49,-48,Koma Chang,Arrow to the knee,7933,0,Elemental,Aegis,armorer
50,-49,Man Hunt,The DarkKnight Rises,7655,0,Elemental,Aegis,armorer
51,+87,Mog Apo,Crimson Blitz,7595,+2956,Elemental,Aegis,armorer
52,-50,Mana Claves,Seventh Heaven,7557,0,Elemental,Aegis,armorer
53,+59,Sakurame Mea,NoraCatWalk,7435,+870,Elemental,Aegis,armorer
54,-51,Gozen Lunch,The World,7424,0,Elemental,Aegis,armorer
55,-52,Spidewort Crown,chat noir,7192,0,Elemental,Aegis,armorer
56,-53,Illumina Cranes,Senpai House,7159,0,Elemental,Aegis,armorer
57,-54,Tan Popo,dandelion,7062,0,Elemental,Aegis,armorer
58,-55,Aventa Doll,zero's,6909,0,Elemental,Aegis,armorer
59,-56,Raima Nonoa,optimists,6828,0,Elemental,Aegis,armorer
60,+78,Felty Elicshell,SOFT & WET,6720,+1890,Elemental,Aegis,armorer
61,+68,Ham Sakura,Third Stage,6669,+1106,Elemental,Aegis,armorer
62,-57,Kowloon Xu,Vermilion:Maple Labo,6656,0,Elemental,Aegis,armorer
63,-58,Pofufu Pofu,undertale,6603,0,Elemental,Aegis,armorer
64,-60,Krone Silvia,SHINOBI-SPIRITS,6499,0,Elemental,Aegis,armorer
65,-61,Torotoro Salmon,OSAKANA HEAVEN,6031,0,Elemental,Aegis,armorer
66,-62,M'colon Rhuwa,Unimog,6006,0,Elemental,Aegis,armorer
67,-64,Shigure Amaashi,LeLiEn,5784,0,Elemental,Aegis,armorer
68,+84,Mine Laves,fellow,5759,+1073,Elemental,Aegis,armorer
69,-65,Calico Kitten,Represent,5739,0,Elemental,Aegis,armorer
70,-66,Lord El-melloi,handlergilde 8S Cast,5617,0,Elemental,Aegis,armorer
71,-67,Gouto Holly,Raging Ravens,5591,0,Elemental,Aegis,armorer
72,-69,Mona Dettabro,Raging Ravens,5538,0,Elemental,Aegis,armorer
73,-71,Kinugoshi Dofu,library of latnum,5531,+30,Elemental,Aegis,armorer
74,-70,Magur'o Wasabi,Harmony,5530,0,Elemental,Aegis,armorer
75,-72,Ohayou San,Sky high,5476,0,Elemental,Aegis,armorer
76,-73,Shion Mcqueen,oUdon Daisuki Club,5432,0,Elemental,Aegis,armorer
77,-74,Nezi Hephaistos,Quatro Gats,5247,0,Elemental,Aegis,armorer
78,-75,Lathi Nightbreed,Quo Vadis,5178,0,Elemental,Aegis,armorer
79,-76,Nywawa Fenq,WAWA Fun,5160,0,Elemental,Aegis,armorer
80,0,Yamato Miller,OUTER HEAVEN,5092,+1312,Elemental,Aegis,armorer
81,-77,Sumi Matsuno,COSMOS,4981,0,Elemental,Aegis,armorer
82,-79,Rui Mutsuki,Mutsuki_KE!,4819,0,Elemental,Aegis,armorer
83,-80,Dango Tameliolet, ,4797,0,Elemental,Aegis,armorer
84,-81,Ayleth Stark,Polaris Nova,4754,0,Elemental,Aegis,armorer
85,-82,Akatuki Sion,A Morning Glory,4710,0,Elemental,Aegis,armorer
86,-83,Tessera Sera,ICE BRAND,4696,0,Elemental,Aegis,armorer
87,-85,Ralf Steiner,Knights of Ascalon,4650,0,Elemental,Aegis,armorer
88,-86,Sherry Ealdred,Polaris Nova,4646,0,Elemental,Aegis,armorer
89,+93,Schme Tterling,Casa di tutti,4642,+420,Elemental,Aegis,armorer
90,-88,Nakuru Hawk,ARIA COMPANY,4500,0,Elemental,Aegis,armorer
91,-89,Kurogane Tia,Maestrale,4468,0,Elemental,Aegis,armorer
92,-90,Pooh Thunderbolt,-SPW-Zaidan,4409,0,Elemental,Aegis,armorer
93,-91,Chili Red,Unbreakable,4394,0,Elemental,Aegis,armorer
94,-92,Seseshi Tughril,LIBERTALIA,4277,0,Elemental,Aegis,armorer
95,0,Punipuni Puyopuyo,Chocolat Au'Lait !,4252,+1436,Elemental,Aegis,armorer
96,+99,Olivia Note,Celestial Plumes,4226,+330,Elemental,Aegis,armorer
97,-94,Altoplus Cm,A Morning Glory,4202,0,Elemental,Aegis,armorer
98,-95,Lemu Acell,Ocha-Zuke,4194,0,Elemental,Aegis,armorer
99,-96,Oxgrand Bullmax,FukaMofuOfuton,4137,0,Elemental,Aegis,armorer
100,-97,Waka April,Dancing Demons,4116,0,Elemental,Aegis,armorer
1,0,Akiti Ar,Crimson Blitz,660964,+59237,Elemental,Aegis,goldsmith
2,+3,Kan Sun,Pon-Poko-Pon,513119,+32874,Elemental,Aegis,goldsmith
3,-2,Hey Bee,Honey Bee,504261,0,Elemental,Aegis,goldsmith
4,+5,Als Wing,Fellowship of Wind,310482,+75246,Elemental,Aegis,goldsmith
5,-4,Hyon Ex,Traveller's Inn,294116,+30764,Elemental,Aegis,goldsmith
6,0,Arianna Freya,Wanderer's Requiem,259515,+46803,Elemental,Aegis,goldsmith
7,0,Five Millimeter,Traveller's Inn,208630,0,Elemental,Aegis,goldsmith
8,+11,Quasar Arthur,COSMOS,207222,+76622,Elemental,Aegis,goldsmith
9,-8,Hiro Joker,DanBanu,204166,+25199,Elemental,Aegis,goldsmith
10,0,Chamalog Rei,COSMOS,189067,+57379,Elemental,Aegis,goldsmith
11,-9,Mado Sd,Leo's,161559,+21725,Elemental,Aegis,goldsmith
12,0,Tukiko Amano,AbSoLuTe'eGo,146642,+23712,Elemental,Aegis,goldsmith
13,0,Tama Tomi,Unimog,143371,+46180,Elemental,Aegis,goldsmith
14,0,Air Real,handlergilde 8S Cast,93307,+17130,Elemental,Aegis,goldsmith
15,+17,Yu Minesima,Fellowship of Wind,70113,+19330,Elemental,Aegis,goldsmith
16,-15,Gavial Noi,HelloWorld,65284,0,Elemental,Aegis,goldsmith
17,-16,Merst Clover,Vane,65046,+7863,Elemental,Aegis,goldsmith
18,0,Schwalt Wheeler,PhantasyCaravan,48233,0,Elemental,Aegis,goldsmith
19,+23,Morse Shepard,zero,37256,+16133,Elemental,Aegis,goldsmith
20,-19,Luthier Clarion,The Survey Corps,37084,0,Elemental,Aegis,goldsmith
21,-20,Sentak Ita,000,28913,0,Elemental,Aegis,goldsmith
22,-21,Issac Ex,Freedam,28611,0,Elemental,Aegis,goldsmith
23,-22,Fiona Animato,Melancholie,27578,0,Elemental,Aegis,goldsmith
24,+25,Yoru Stark,BadCompany,25642,+8290,Elemental,Aegis,goldsmith
25,-24,Wascha Luminous,Hand in Hand,18948,+1105,Elemental,Aegis,goldsmith
26,+27,Kvarfolian Trifolion,FREE COMPANY,18083,+1506,Elemental,Aegis,goldsmith
27,+31,Tessera Sera,ICE BRAND,16797,+5019,Elemental,Aegis,goldsmith
28,-26,Lexington Tatamaya,Elemental Junction,16713,0,Elemental,Aegis,goldsmith
29,0,Mel Enger,Negaposi Heart,13532,+330,Elemental,Aegis,goldsmith
30,-28,Hitomi Majyo,ElevenSoul,13232,0,Elemental,Aegis,goldsmith
31,+95,Unagi Fry,Vane,12703,+10279,Elemental,Aegis,goldsmith
32,-30,Majesty Zero,Reborn,12569,0,Elemental,Aegis,goldsmith
